video_id,transcript,label,emotion,path
29_eps2,Kamu kok pake celana kayak saya.,negative,anger,Eps2/29.mp4
30_eps2," Yes, this is jogger pants.  Ini lagi nge trent banget.",positive,neutral,Eps2/30.mp4
31_eps2,what is jogger pants,negative,anger,Eps2/31.mp4
32_eps2,ini jogger pants,positive,neutral,Eps2/32.mp4
33_eps2,"what is jogger pants, I don't know what is jogger pants",negative,anger,Eps2/33.mp4
34_eps2,Lagi ngetren,positive,neutral,Eps2/34.mp4
35_eps2,Enggak. Kenapa kamu pake celana kayak saya?,negative,anger,Eps2/35.mp4
36_eps2,Aku gasuka digituin,negative,anger,Eps2/36.mp4
37_eps2,Enggak,negative,anger,Eps2/37.mp4
38_eps2, H-h-h-h-h-h-h-h.,negative,sadness,Eps2/38.mp4
39_eps2,Berubah pikiran ni?,positive,neutral,Eps2/39.mp4
40_eps2,Ga jadi traktir bintang sama bastian?,positive,neutral,Eps2/40.mp4
41_eps2,"Aku gasuka Angel, celana aku diikutin kayak gitu",negative,sadness,Eps2/41.mp4
42_eps2,Emang dia pikir dia itu siapa?,negative,sadness,Eps2/42.mp4
43_eps2,Perasaan seniman itu sensitif,negative,sadness,Eps2/43.mp4
44_eps2,Aku udah dari dulu kali Angel udah pake celana kayak gini,negative,sadness,Eps2/44.mp4
45_eps2,Buat kamu tuh,positive,neutral,Eps2/45.mp4
46_eps2,"Hai, masuk masuk",positive,neutral,Eps2/46.mp4
47_eps2, Bastian kesini mau minta maaf.,positive,neutral,Eps2/47.mp4
48_eps2, Soalnya bastian kan pakek celana yang mirip sama mas adi.,positive,neutral,Eps2/48.mp4
49_eps2,Ya lagian kenapa mas Adi harus marah juga sih?,positive,neutral,Eps2/49.mp4
50_eps2,Kan sekarang jogger pants lagi tren mas.,positive,neutral,Eps2/50.mp4
51_eps2,"Ha, ini kan tadinya Adi mau traktir kalian.",positive,neutral,Eps2/51.mp4
52_eps2, Cuman gara-gara sih celana itu gara-gara di tiru gitu gak jadi,positive,neutral,Eps2/52.mp4
53_eps2, ya tapi kan memang sekarang jogger pensil lagi tren banget  Mbak Angel dipakai semua orang,positive,neutral,Eps2/53.mp4
54_eps2, Ini udah lama Bas pakai ini dari dulu,negative,sadness,Eps2/54.mp4
55_eps2,Saya tuntut kamu tau gak?,negative,sadness,Eps2/55.mp4
56_eps2," Artis Artis di Instagram jaman sekarang, itu semuanya pake Joger Pens.",positive,neutral,Eps2/56.mp4
57_eps2," Ananda Omes tuh  Dia sekarang pakai joger pants mulu,",positive,neutral,Eps2/57.mp4
58_eps2, Sudara!,positive,neutral,Eps2/58.mp4
59_eps2,Artis.,positive,anger,Eps2/59.mp4
60_eps2,Ya tau dia artis,positive,anger,Eps2/60.mp4
61_eps2," Yaudah-yaudah, yaudah-yaudah, yaudah-yaudah  pokokannya intinya, saya kesini cuman mau bilang bahwa.",negative,anger,Eps2/61.mp4
62_eps2, Semua orang punya hak pakai joger pants.,negative,anger,Eps2/62.mp4
63_eps2,"Jadi kalau saya yang pakai joger panst, ya terserah saya. Mas Adi gaboleh marah.",negative,anger,Eps2/63.mp4
64_eps2,"Au ah, saya masih kesel sama kamu.",negative,anger,Eps2/64.mp4
65_eps2,Kemana ni,positive,neutral,Eps2/65.mp4
66_eps2, Kamu yakin ke kantor kayak gini?,positive,neutral,Eps2/66.mp4
67_eps2,Emang kenapa?,positive,anger,Eps2/67.mp4
68_eps2," Kantor aku tuh santai banget, Bi santai banget ga perlu pake pake formal",positive,anger,Eps2/68.mp4
69_eps2, I know!,positive,neutral,Eps2/69.mp4
70_eps2,Trus masalahnya dimana?,negative,anger,Eps2/70.mp4
71_eps2,Tapi semakin hari kamu semakin mirip dengan mas Adi Putranto,negative,anger,Eps2/71.mp4
72_eps2,"Yaelah, cuek aja lah Bi. Lagian ini kan sekarang lagi ngetren. Hello",negative,anger,Eps2/72.mp4
73_eps2, ini bukan gaya dia doang,negative,anger,Eps2/73.mp4
74_eps2, Ini gaya semua orang,negative,anger,Eps2/74.mp4
75_eps2," Whoa, whoa, whoa, whoa, whoa.",positive,anger,Eps2/75.mp4
76_eps2,Mas Adi,positive,neutral,Eps2/76.mp4
77_eps2,Kenapa kaget?,positive,anger,Eps2/77.mp4
78_eps2," Emang, kamu pikir kamu udah gak bisa curi gaya saya, ya?",negative,anger,Eps2/78.mp4
79_eps2,Udah kok Cuma mau ngasih itu aja.,negative,anger,Eps2/79.mp4
80_eps2,Permisi,positive,neutral,Eps2/80.mp4
81_eps2,hihihi tuh liat,positive,joy,Eps2/81.mp4
82_eps2,Kok dia ngingatin aku.,positive,anger,Eps2/82.mp4
83_eps2,Mas Adi keterlaluan Bi,negative,anger,Eps2/83.mp4
84_eps2,Benerkan apa kata aku?,positive,neutral,Eps2/84.mp4
85_eps2, iya tapi itu kelewatan bi,positive,anger,Eps2/85.mp4
86_eps2, Kamu punya ini ga?  Pensil alis?,positive,neutral,Eps2/86.mp4
87_eps2,Buat?,positive,neutral,Eps2/87.mp4
88_eps2,Aku mau gambar kumis sama jenggot,negative,anger,Eps2/88.mp4
89_eps2," Gak ada salahnya sih, mas Adi coba-coba sekali-skali gnelukis realis, ya kan?",positive,neutral,Eps2/89.mp4
90_eps2," Betul, setuju banget sama kamu, bi.",positive,neutral,Eps2/90.mp4
91_eps2," Kayak lukisan yang waktu itu di beli sama bos, saya tuluh yang lukisan gatotkaca.",positive,neutral,Eps2/91.mp4
92_eps2, dalam hidup itu tidak ada salahnya kok kita memulai sesuatu yang baru mencoba sesuatu yang baru,positive,neutral,Eps2/92.mp4
93_eps2, Karena terkadang di hidup ini kan memang kita harus  Berani mencoba,positive,neutral,Eps2/93.mp4
94_eps2," Tapi ada satu yang nggak boleh coba-coba, Bi.",positive,neutral,Eps2/94.mp4
95_eps2,Apa?,positive,neutral,Eps2/95.mp4
96_eps2,Cinta kita.,positive,joy,Eps2/96.mp4
97_eps2,Ohhh.,positive,joy,Eps2/97.mp4
98_eps2,So sweet.,positive,joy,Eps2/98.mp4
99_eps2,"Bisa aja dah mas Bas mas Bas, Bas Oke.",positive,joy,Eps2/99.mp4
100_eps2,Geli ga sih liatnya?,negative,anger,Eps2/100.mp4
101_eps2,Tapi bener loh.,positive,neutral,Eps2/101.mp4
102_eps2,Risih,negative,anger,Eps2/102.mp4
103_eps2, Apa?,negative,anger,Eps2/103.mp4
104_eps2,Kok kamu belain mereka?,negative,anger,Eps2/104.mp4
105_eps2,Aku kan Cuma berusaha berpikiran realistis,positive,neutral,Eps2/105.mp4
106_eps2," Iya, tapi masalahnya, aku ini kan titisan salvador dali.",negative,anger,Eps2/106.mp4
107_eps2,Jadi gaya melukis aku.,negative,anger,Eps2/107.mp4
108_eps2, Ini juga harus seperti dia!,negative,anger,Eps2/108.mp4
109_eps2,Ya surealis.,negative,anger,Eps2/109.mp4
110_eps2,Asal visinya bisa dimengerti,positive,anger,Eps2/110.mp4
111_eps2,Dimengerti makanya dibeli.,positive,anger,Eps2/111.mp4
112_eps2,Gitu.,positive,anger,Eps2/112.mp4
113_eps2,Hm hehe.,positive,anger,Eps2/113.mp4
114_eps2, Tentang hal baru dalam hidup.,positive,neutral,Eps2/114.mp4
115_eps2, Ya kan?,positive,joy,Eps2/115.mp4
116_eps2," Tapi kalau ngomongin soal hal baru ya, atau sesuatu yang baru ya, kamu tahu gak?",positive,neutral,Eps2/116.mp4
117_eps2, Aku lagi kepikiran pengen nyobain sesuatu yang baru.,positive,neutral,Eps2/117.mp4
118_eps2,Eksperimen baru gitu?,positive,neutral,Eps2/118.mp4
119_eps2, Aku mau bikin masakan baru ah.,positive,neutral,Eps2/119.mp4
120_eps2," Ong ga ya salah, maksud aku, ke spektakuler.",positive,anger,Eps2/120.mp4
121_eps2,"Gapapa, aku mau masak sekarang",positive,sadness,Eps2/121.mp4
122_eps2,Mendingan istirahat aja ya kan.,positive,neutral,Eps2/122.mp4
123_eps2," Nanti aja, next time, kamu bisa experiment lagi.",positive,neutral,Eps2/123.mp4
124_eps2," Terus, sesuatu yang baru itu apa?",positive,sadness,Eps2/124.mp4
125_eps2,Ini loh kamu liat deh.,positive,neutral,Eps2/125.mp4
126_eps2, ini kan sekarang lagi nge-trend banget nih,positive,neutral,Eps2/126.mp4
127_eps2, Jogger fans.,positive,neutral,Eps2/127.mp4
128_eps2,Iya.,positive,joy,Eps2/128.mp4
129_eps2, Yang kayak mas adi itu kan?,positive,neutral,Eps2/129.mp4
130_eps2," Ya, kurang lebihnya kayak begitu sih.",positive,joy,Eps2/130.mp4
131_eps2, Tapi agak beda.,positive,neutral,Eps2/131.mp4
132_eps2, bedanya dimana?,positive,neutral,Eps2/132.mp4
133_eps2,Ya beda lah sayang.,positive,neutral,Eps2/133.mp4
134_eps2," Kalo lagi pakai sama mas Adi tu, bahannya kain tuh. ",positive,neutral,Eps2/134.mp4
135_eps2, Jadi itu memang diperuntukan buat dipake di rumah.,positive,neutral,Eps2/135.mp4
136_eps2,Nah kalau yang aku maksud,positive,joy,Eps2/136.mp4
137_eps2," Itu bahannya lebih rapi, jadi bisa dipakai ke kantor.",positive,joy,Eps2/137.mp4
138_eps2, Kamu beneran mau pake jogger pants?,positive,neutral,Eps2/138.mp4
139_eps2, nanti dibilang ikutin gaya nya mas adi lo,positive,neutral,Eps2/139.mp4
140_eps2,Elah,negative,anger,Eps2/140.mp4
141_eps2,"Emang, gaya begitu gaya mas adi doang?",negative,anger,Eps2/141.mp4
142_eps2," Enggala, aku yakin kamu percaya deh samaku",positive,anger,Eps2/142.mp4
143_eps2,Mas Adi bakal seneng banget kalau gayanya samaan.,positive,neutral,Eps2/143.mp4
144_eps2,aku harus ya ngelukis realis?,positive,neutral,Eps2/144.mp4
145_eps2, Ini kan cuman saran aku bastian ama bintang ajaa.,positive,anger,Eps2/145.mp4
146_eps2," dan ini juga berdasarkan kejadian yang kemarin-kemarin, kan?",positive,neutral,Eps2/146.mp4
147_eps2," Kalau lukisan aku sering kamu bilang aneh, tapi banyak juga orang yang mau beli, iya kan?",positive,neutral,Eps2/147.mp4
148_eps2,aku bilang kan terserah.,positive,anger,Eps2/148.mp4
149_eps2,apa jangan-jangan kamu ga pd lagi.,positive,neutral,Eps2/149.mp4
150_eps2,eh enak aja.,positive,anger,Eps2/150.mp4
151_eps2," Nggak ada yang nggak bisa aku lakukan angel, semua bisa apalagi soal lukisan kecil",negative,anger,Eps2/151.mp4
152_eps2," Tapi jatuh diri aku Angel, emang dari dunia aku nih surrealis",negative,anger,Eps2/152.mp4
153_eps2,Trus gimana dong,negative,anger,Eps2/153.mp4
154_eps2," Kalo gitu ya, kenapa kamu cerita maku? Kenapa kamu cerita maku?",negative,neutral,Eps2/154.mp4
155_eps2,Ya kamu istri aku.,negative,anger,Eps2/155.mp4
156_eps2,Kamu mau aku nanya sama istri orang lain?,negative,anger,Eps2/156.mp4
157_eps2," ya berarti kamu, kamu ngga pd aja dan butuh pembelaan",positive,neutral,Eps2/157.mp4
158_eps2,Ya kan?,positive,neutral,Eps2/158.mp4
159_eps2,ih kamu sinis banget sih jadi istri angel.,negative,anger,Eps2/159.mp4
160_eps2,Aku ini kan realistis,positive,anger,Eps2/160.mp4
161_eps2, Aku juga selalu dukung kalau sesuatu yang kamu bikin itu bagus dan untung,positive,anger,Eps2/161.mp4
162_eps2,Kamu tuh mikirnya untung mulu.,negative,anger,Eps2/162.mp4
163_eps2," akhirnya, lukisan yang bisa di mengerti orang",positive,joy,Eps2/163.mp4
164_eps2,Bagus gak,positive,joy,Eps2/164.mp4
165_eps2,Ga tau.,positive,anger,Eps2/165.mp4
166_eps2,Tuh kan.,negative,anger,Eps2/166.mp4
167_eps2,Apa sih susahnya tinggal bilang doang bagus,positive,anger,Eps2/167.mp4
168_eps2,Ya kamu kalau dipuji suka gede kepala.,positive,anger,Eps2/168.mp4
169_eps2,Oh gitu. Berarti emang bagus dong.,positive,joy,Eps2/169.mp4
170_eps2," Kenapa kamu gak nanya sama orang yang kamu gak kenal, yang kamu sama kamu?  Kamu biasanya lebih jujur  Kalo dia benar",positive,neutral,Eps2/170.mp4
171_eps2, Orang nggak kenal ya?,positive,neutral,Eps2/171.mp4
172_eps2,Mungkin aku foto dulu sekarang,positive,neutral,Eps2/172.mp4
173_eps2, Terus sekarang tinggal aku tweet,positive,neutral,Eps2/173.mp4
174_eps2, OUI !,positive,joy,Eps2/174.mp4
175_eps2,lansung banyak yang mention.,positive,joy,Eps2/175.mp4
176_eps2,Hah?,positive,neutral,Eps2/176.mp4
177_eps2,What is chuaned,positive,joy,Eps2/177.mp4
178_eps2,I don't know.,positive,neutral,Eps2/178.mp4
179_eps2,Apa?,positive,neutral,Eps2/179.mp4
180_eps2,Lucu anet.,positive,joy,Eps2/180.mp4
181_eps2,Chuanet.,positive,neutral,Eps2/181.mp4
182_eps2, Mas saya berminat sama lukisannya kalo saya bayar,positive,joy,Eps2/182.mp4
183_eps2," Oh my god, oh my god!",positive,joy,Eps2/183.mp4
184_eps2,"Aduduh, aku harus gimana dong?",positive,joy,Eps2/184.mp4
185_eps2,Ya kamu tunggu apa lagi? Dibalas dong.,positive,joy,Eps2/185.mp4
186_eps2,Lansung?,positive,joy,Eps2/186.mp4
187_eps2,"Mba Angel, aku ga ganngu mbak angel kan?",positive,joy,Eps2/187.mp4
188_eps2, Gak ini juga lagi jam makan siang kok,positive,joy,Eps2/188.mp4
189_eps2, Ini soal mas adi sama bastian.,positive,neutral,Eps2/189.mp4
190_eps2," Aduh, kalau soal adi, aku angkat tangsn.  Nggak nih, kayak ikutan.",negative,anger,Eps2/190.mp4
191_eps2,"Ya soalnya gimana dong, mereka berantem terus.",negative,sadness,Eps2/191.mp4
192_eps2,udah gitu bastian mau nyaingin mas adi lagi.,positive,sadness,Eps2/192.mp4
193_eps2,nyaingin gimana.,positive,neutral,Eps2/193.mp4
194_eps2,ya gitu bastian mau ngikutin gayanya mas adi.,positive,sadness,Eps2/194.mp4
195_eps2," Pake pensil alis aku, gambar kumis sama jenggot, biar makin mirip sama mas Adi.",positive,neutral,Eps2/195.mp4
196_eps2,kok aneh sih,positive,anger,Eps2/196.mp4
197_eps2,Ya gimana ya.,positive,sadness,Eps2/197.mp4
198_eps2," Yang penting, sekarang itu bagaimana biar mereka gak gitu lagi mbak angel.",positive,sadness,Eps2/198.mp4
199_eps2,Ya itu si Adi tu juga ngikutin si bastian tuh,positive,neutral,Eps2/199.mp4
200_eps2,Hmmm.,positive,sadness,Eps2/200.mp4
201_eps2,"Aku ada ide,",positive,joy,Eps2/201.mp4
202_eps2,OH iya?,positive,joy,Eps2/202.mp4
203_eps2,Hah.,positive,joy,Eps2/203.mp4
204_eps2,Ih apaan sih ah?,negative,anger,Eps2/204.mp4
205_eps2,Ini Adi Angel.,negative,anger,Eps2/205.mp4
206_eps2,Ga lucu becandanya angel.,negative,anger,Eps2/206.mp4
207_eps2,Ah gausah akting deh ah,negative,anger,Eps2/207.mp4
208_eps2,"Ah males, galucu galucu galucu",negative,anger,Eps2/208.mp4
209_eps2,Aku mau ngelukis Angel.,positive,sadness,Eps2/209.mp4
210_eps2," Aku nggak mau loh nanti, Adi marah sama aku kalau orang lain pegang alat alat lukisnya.",positive,neutral,Eps2/210.mp4
211_eps2,Tadi dicariin bintang.,positive,neutral,Eps2/211.mp4
212_eps2,Angel aku ini adi bukan bastian.,negative,anger,Eps2/212.mp4
213_eps2,Loh mas adi,positive,neutral,Eps2/213.mp4
214_eps2, Huh?,positive,anger,Eps2/214.mp4
215_eps2,Mas adi nyari bastian?,positive,neutral,Eps2/215.mp4
216_eps2,Bi ini aku bi,positive,sadness,Eps2/216.mp4
217_eps2,Ini aku bastian,positive,anger,Eps2/217.mp4
218_eps2,kamu bercanda ya?,positive,anger,Eps2/218.mp4
219_eps2," Loh, mas Adi...  kok...  Gitu sih?",positive,neutral,Eps2/219.mp4
220_eps2," bastiannya kan belum pulang, nanti kalau misalnya bastiannya udah pulang, saya kasih tau mas adi deh",positive,neutral,Eps2/220.mp4
221_eps2," Sekarang, sebaiknua mas Adi pulang duluan aja",positive,neutral,Eps2/221.mp4
222_eps2,Ah bi kamu yang bener deh kamu bercanda kan?,negative,sadness,Eps2/222.mp4
223_eps2," Ini aku bastian, masa kamu nggak ngenalin.",negative,anger,Eps2/223.mp4
224_eps2,Ini aku bastian,negative,anger,Eps2/224.mp4
225_eps2," Maaf ya mas Adi ya, mas Adi pulang aja duluan ya  Nanti saya telpon deh kalau bastian udah pulang",positive,neutral,Eps2/225.mp4
226_eps2, Aku bastian!,negative,anger,Eps2/226.mp4
227_eps2,Aku kapok.,positive,anger,Eps2/227.mp4
228_eps2,Kapok?,positive,neutral,Eps2/228.mp4
229_eps2,Kapok jadi orang lain,positive,anger,Eps2/229.mp4
230_eps2,Gitu dong.,positive,joy,Eps2/230.mp4
231_eps2,Lagian ada ada aja deh kamu.,positive,neutral,Eps2/231.mp4
232_eps2, tapi ini bastian loh yang mulai duluan ya,positive,anger,Eps2/232.mp4
233_eps2,jadi bukan salah aku,positive,neutral,Eps2/233.mp4
234_eps2,"Udah dong, biarin aja kenapa emangnya kalau dia makai joger pants.",positive,anger,Eps2/234.mp4
235_eps2,kan lagi ngetrend juga.,positive,neutral,Eps2/235.mp4
236_eps2, Hmm... Iya juga sih.,positive,neutral,Eps2/236.mp4
237_eps2,ya terus apalagi?,negative,neutral,Eps2/237.mp4
238_eps2,Kok minta maaf sama aku. Sama bastian tuh.,positive,neutral,Eps2/238.mp4
239_eps2,iya nanti aku kesana minta maaf,positive,neutral,Eps2/239.mp4
240_eps2,udah bersih ya bi.,positive,neutral,Eps2/240.mp4
241_eps2, Maafkan aku ya.,positive,neutral,Eps2/241.mp4
242_eps2," Seharusnya, kamu minta maaf sama mas adi bas, bukan sama aku.",positive,neutral,Eps2/242.mp4
243_eps2, tapi emang salah ya aku pakai joger pants?,negative,anger,Eps2/243.mp4
244_eps2,itu kan emang lagi ngetrend bi,negative,anger,Eps2/244.mp4
245_eps2," yang ga salah sih, tapi ya wajarlah kalau mas Adi marah.  Orang kamu ngikutin gaya nya dia.",positive,neutral,Eps2/245.mp4
246_eps2, nggak juga sih nggak ada maksud kesana sih yang meng karena lagi ngetren aja,positive,sadness,Eps2/246.mp4
247_eps2," lagian, bukannya lebih baik jadi diri kita sendiri ya bas",positive,neutral,Eps2/247.mp4
248_eps2, ya sih kamu benar juga sih,positive,neutral,Eps2/248.mp4
249_eps2, lagian ya ini aku jujur sama kamu,positive,neutral,Eps2/249.mp4
250_eps2, Pake joger pants tu ngga enak.,positive,joy,Eps2/250.mp4
251_eps2,kayak celana belum jadi.,positive,joy,Eps2/251.mp4
252_eps2,yaudah kalau gitu jangan dipake lagi dong.,positive,joy,Eps2/252.mp4
253_eps2," Hah, makasih ya bi sarannya",positive,joy,Eps2/253.mp4
254_eps2, Kamu itu memang yang paling tau di soal aku.,positive,joy,Eps2/254.mp4
255_eps2, Because I'm your wife.,positive,joy,Eps2/255.mp4
256_eps2," No, bukan Cuma itu.",positive,joy,Eps2/256.mp4
257_eps2, Kamu tuh bukan cuma istri aku.,positive,joy,Eps2/257.mp4
258_eps2, Kamu tuh belahan jiwa aku tahu gak?,positive,joy,Eps2/258.mp4
