video_id,transcript,label,emotion,path
26_eps3,"Oh, oke. Ngerti.",positive,neutral,Eps3/26.mp4
27_eps3,"Bastian, Angel itu lawyer, pengacara. Tahu kan pengacara?",positive,anger,Eps3/27.mp4
28_eps3,"Kalau pakai rayuan Pulau Kelapa, pasti mempan.",positive,neutral,Eps3/28.mp4
29_eps3,Rayuan Pulau Kelapa.,positive,neutral,Eps3/29.mp4
30_eps3,Jadi sebenarnya itu cuma istilah saya aja kalau lagi ngerayu sebintang.,positive,neutral,Eps3/30.mp4
31_eps3,Oh gitu.,positive,neutral,Eps3/31.mp4
32_eps3,Nyanyi.,positive,neutral,Eps3/32.mp4
33_eps3,Nyanyi rayuan pulau kelapa yang lagunya Ismail Marsuki itu.,positive,neutral,Eps3/33.mp4
34_eps3,Saya pikir selama ini yang ngarang rayuan Pulau Kelapa itu Teguh Karya?,positive,neutral,Eps3/34.mp4
35_eps3,"Teguh Karya itu sutradara film, keles.",positive,anger,Eps3/35.mp4
36_eps3,Kamu salah.,positive,joy,Eps3/36.mp4
37_eps3,Udah deh gini aja.,positive,neutral,Eps3/37.mp4
38_eps3,Ha ha ha ha ha ha ha ha!,positive,joy,Eps3/38.mp4
39_eps3,Rayuan Pulau Kelapa itu cuma istilah aja.,positive,neutral,Eps3/39.mp4
40_eps3,lagu yang ada namanya Angel.,positive,neutral,Eps3/40.mp4
41_eps3,"Kalau saya sama Bintang itu, saya sering nyanyiin lagunya Titi DJ, Bintang-Bintang.",positive,joy,Eps3/41.mp4
42_eps3,Ok paham.,positive,neutral,Eps3/42.mp4
43_eps3,Yeah.,positive,joy,Eps3/43.mp4
44_eps3,Pratikin.,positive,neutral,Eps3/44.mp4
45_eps3,Heh.,positive,neutral,Eps3/45.mp4
46_eps3,Terus saya harus pegang tangan kamu gitu.,positive,neutral,Eps3/46.mp4
47_eps3,"Udah, pokoknya sekarang praktekin",positive,neutral,Eps3/47.mp4
48_eps3,terus berlutut,positive,neutral,Eps3/48.mp4
49_eps3,Terus,positive,neutral,Eps3/49.mp4
50_eps3,Tetap matanya dalam-dalam.,positive,neutral,Eps3/50.mp4
51_eps3,Apa yah.,positive,neutral,Eps3/51.mp4
52_eps3,Gak ada lagu yang lebih romantis apa?,positive,anger,Eps3/52.mp4
53_eps3,Yang penting caranya udah bener kan?,positive,neutral,Eps3/53.mp4
54_eps3,Iyasih.,positive,neutral,Eps3/54.mp4
55_eps3,Semuanya.,positive,neutral,Eps3/55.mp4
56_eps3,"Maaf, maaf ganggu.",positive,anger,Eps3/56.mp4
57_eps3,Terusin deh,positive,neutral,Eps3/57.mp4
58_eps3,Istri saya toh mas.,positive,neutral,Eps3/58.mp4
59_eps3,Kayaknya sih gitu.,positive,neutral,Eps3/59.mp4
60_eps3,Eh istriku udah pulang,positive,joy,Eps3/60.mp4
61_eps3,Aduh.,negative,anger,Eps3/61.mp4
62_eps3,Angel,positive,joy,Eps3/62.mp4
63_eps3,Masih sama kok.,positive,anger,Eps3/63.mp4
64_eps3,Jadi kamu tetap gak mau beliin?,positive,sadness,Eps3/64.mp4
65_eps3,Mempan gak?,positive,sadness,Eps3/65.mp4
66_eps3,okay,positive,neutral,Eps3/66.mp4
67_eps3,Kamu mau ngerayu aku?,positive,anger,Eps3/67.mp4
68_eps3,Kok ketawa.,positive,sadness,Eps3/68.mp4
69_eps3,Ya mempan buat ketawa ya,positive,joy,Eps3/69.mp4
70_eps3,"Kamu selalu gitu deh sama aku, bete ah!",negative,anger,Eps3/70.mp4
71_eps3,"Eh, enak aja.",negative,anger,Eps3/71.mp4
72_eps3,"Nih, gak jelas gimana?",negative,anger,Eps3/72.mp4
73_eps3,Di rumah ini ada berapa kursi? Coba itung.,negative,anger,Eps3/73.mp4
74_eps3,Emang susah ngomong sama kamu ya,negative,sadness,Eps3/74.mp4
75_eps3,Oh mau aksi tutup mulut.,positive,anger,Eps3/75.mp4
76_eps3,Bastian.,positive,neutral,Eps3/76.mp4
77_eps3,Kok Mbak Incil baru mau berangkat sekarang?,positive,neutral,Eps3/77.mp4
78_eps3,"Yang penting tuh kelembutan, Mbak. Bukan kekuatan.",positive,neutral,Eps3/78.mp4
79_eps3,Thank you.,positive,joy,Eps3/79.mp4
80_eps3,Mas Adi mana mbak?,positive,neutral,Eps3/80.mp4
81_eps3,"Eh tau tuh, masih tidur kayaknya.",negative,anger,Eps3/81.mp4
82_eps3,Udah pergi dari tadi.,positive,neutral,Eps3/82.mp4
83_eps3,Lagi bete.,negative,anger,Eps3/83.mp4
84_eps3,Bete kenapa? Cerita dong mbak.,positive,neutral,Eps3/84.mp4
85_eps3,Adi ngerayu melulu minta dibeliin kursi baru.,positive,anger,Eps3/85.mp4
86_eps3,"Oh, yeah.",positive,neutral,Eps3/86.mp4
87_eps3,Kok tau?,positive,neutral,Eps3/87.mp4
88_eps3,Kan kalau Bastian mau barang pasti selalu kayak gitu ke aku.,positive,neutral,Eps3/88.mp4
89_eps3,Oh berarti ini tau dari suami kamu ya?,negative,anger,Eps3/89.mp4
90_eps3,Enggak lah.,positive,neutral,Eps3/90.mp4
91_eps3,Sama ya?,positive,neutral,Eps3/91.mp4
92_eps3,"Ah, nggak mungkin lah Mbak Angel. Ah masa iya saya dihipnotis sama Bastian?",positive,neutral,Eps3/92.mp4
93_eps3,Gak mungkin,positive,neutral,Eps3/93.mp4
94_eps3,"Memang, Bastian, ngerayu minta dibeliin apa?",positive,neutral,Eps3/94.mp4
95_eps3,"Ya, biasa lah mbak. Barang-barang untuk ngisi rumah.",positive,neutral,Eps3/95.mp4
96_eps3,Keinginan berdua ya?,positive,neutral,Eps3/96.mp4
97_eps3,"Terus, apalagi yang Bastian beli buat ngisi rumah ini?",positive,neutral,Eps3/97.mp4
98_eps3,"Ya, kata Bastian biar motifnya bola tapi orang yang gak suka bola juga bisa dudukin Mbak.",positive,neutral,Eps3/98.mp4
99_eps3,"Oh, okay.",positive,neutral,Eps3/99.mp4
100_eps3,Lukisan Mbak,positive,neutral,Eps3/100.mp4
101_eps3,Oh. OK.,positive,neutral,Eps3/101.mp4
102_eps3,"Eh, enggak sih.",positive,neutral,Eps3/102.mp4
103_eps3,Jadi kamu dulu mau jadi tentara ya?,positive,neutral,Eps3/103.mp4
104_eps3,Tapi kata Bastian,positive,neutral,Eps3/104.mp4
105_eps3,"Bintang, udah deh.",positive,anger,Eps3/105.mp4
106_eps3,Ah masa iya sih saya dihipnotis?,positive,sadness,Eps3/106.mp4
107_eps3,pasti barang-barang yang Bastian beli buat ruang tidur kalian lebih parah.,positive,neutral,Eps3/107.mp4
108_eps3,"Um, enggak kok mbak.",positive,neutral,Eps3/108.mp4
109_eps3,Oh yeah?,positive,neutral,Eps3/109.mp4
110_eps3,Wow.,positive,anger,Eps3/110.mp4
111_eps3,Kerja dulu ya.,positive,neutral,Eps3/111.mp4
112_eps3,Aku tuh tau selama ini kamu udah hipnotis aku.,negative,anger,Eps3/112.mp4
113_eps3,Kamu belajar hipnotis di mana?,negative,anger,Eps3/113.mp4
114_eps3,hipnotis,positive,neutral,Eps3/114.mp4
115_eps3,hipnotis gimana maksud kamu?,positive,neutral,Eps3/115.mp4
116_eps3,Udah deh,negative,anger,Eps3/116.mp4
117_eps3,"Barang-barang yang mana, Bi?",positive,neutral,Eps3/117.mp4
118_eps3,Contohnya seperti ini,negative,anger,Eps3/118.mp4
119_eps3,Oh oh.,positive,neutral,Eps3/119.mp4
120_eps3,"Iya deh, iya. Aku akuin. Kalau sebagian barang yang aku beli tuh gak cocok sama kamu. Aku minta maaf.",positive, sadness,Eps3/120.mp4
121_eps3,Sebagian.,negative,anger,Eps3/121.mp4
122_eps3,"Harusnya kan yang namanya rumah berdua itu isinya juga buat kita berdua, Bas.",positive,anger,Eps3/122.mp4
123_eps3,Bodoh karena aku ngikutin caranya si Bastian.,positive,anger,Eps3/123.mp4
124_eps3,Ha? Kamu bilang apa?,negative,anger,Eps3/124.mp4
125_eps3,"Ya, sekali ini aja.",positive,sadness,Eps3/125.mp4
126_eps3,"Jadi kamu pikir, cuma sekali ini aja aku akan menuhin permintaan kamu?",positive,anger,Eps3/126.mp4
127_eps3,Yeah.,positive,anger,Eps3/127.mp4
128_eps3,Motor butut 1980 itu yang ditaruh di gudang apa?,negative,anger,Eps3/128.mp4
129_eps3,Itu kan koleksi ya Angel?,positive,sadness,Eps3/129.mp4
130_eps3,Itu aku beli 10 juta.,negative,anger,Eps3/130.mp4
131_eps3,Ya koleksi kan emang untuk dipajang.,positive,sadness,Eps3/131.mp4
132_eps3,"Terus itu, Keris yang di lemari apa?",negative,anger,Eps3/132.mp4
133_eps3,Itu kan keris sakti.,positive,sadness,Eps3/133.mp4
134_eps3,yang dipakai Ken Arok buat bunuh Tunggul Ametul.,positive,anger,Eps3/134.mp4
135_eps3,"Ya bener lah, kan gak ada yang murah ya, Jel.",positive,sadness,Eps3/135.mp4
136_eps3,Intinya kamu jangan pernah ngerasa aku gak menuin permintaan kamu.,negative,anger,Eps3/136.mp4
137_eps3,Yuadah.,positive,anger,Eps3/137.mp4
138_eps3,Ya emang ga bakal.,negative,anger,Eps3/138.mp4
139_eps3,Meskipun itu kursi buat ngelukis aku.,positive,anger,Eps3/139.mp4
140_eps3,Ah!,positive,neutral,Eps3/140.mp4
141_eps3,bukan tunggu lama tunggu,positive,neutral,Eps3/141.mp4
142_eps3,"Yes, itu.",positive,neutral,Eps3/142.mp4
143_eps3,Jual.,positive,neutral,Eps3/143.mp4
144_eps3,Pas.,positive,joy,Eps3/144.mp4
145_eps3,"Tadi pas sita rumah sengketa itu, ya ada kursi gak kepake, mirip kursi kamu.",positive,neutral,Eps3/145.mp4
146_eps3,Walaupun gratis Tapi,positive,joy,Eps3/146.mp4
147_eps3,"Hm, gapapa aku seneng.",positive,joy,Eps3/147.mp4
148_eps3,Itu kambing dipotong dalam rangka apa ya?,positive,neutral,Eps3/148.mp4
149_eps3,itu kayak suara bastian deh,positive,neutral,Eps3/149.mp4
150_eps3,"Nah, itu cambing.",positive,neutral,Eps3/150.mp4
151_eps3,"Enggak, Bastian.",positive,neutral,Eps3/151.mp4
152_eps3,Iya deh bas.,positive,neutral,Eps3/152.mp4
153_eps3,Emang susah deh ngomong sama orang yang gak ngerti seni.,negative,anger,Eps3/153.mp4
154_eps3,Kemarin aku ngeliat di Pondok Indah ada kursi yang persis sama kayak gini dijual.,positive,joy,Eps3/154.mp4
155_eps3,Kita beli ya.,positive,joy,Eps3/155.mp4
156_eps3,Ngelukis itu ga ada duitnya.,negative,anger,Eps3/156.mp4
157_eps3,Susah sih ngomong sama orang yang gak ngerti cari duit.,negative,anger,Eps3/157.mp4
158_eps3,Kok tumben diliatin doang? Nggak dilukis?,positive,neutral,Eps3/158.mp4
159_eps3,"Sorry ya Bas, bukannya saya judes atau gimana, tapi saya lagi males ngobrol.",negative,anger,Eps3/159.mp4
160_eps3,duh,positive,neutral,Eps3/160.mp4
161_eps3,"Tapi kalau saya lihat nih, ini kayaknya yang lukis lagi ngamuk deh.",positive,neutral,Eps3/161.mp4
162_eps3,Please deh.,negative,anger,Eps3/162.mp4
163_eps3,Pasti berantem ya sama Mba Angel ya?,positive,neutral,Eps3/163.mp4
164_eps3,Masalah cincin lagi?,positive,neutral,Eps3/164.mp4
165_eps3,Saya permisi ya.,positive,neutral,Eps3/165.mp4
166_eps3,Mau kemana sih sini? Aku mau cerita.,positive,anger,Eps3/166.mp4
167_eps3,Kamu tau kan kursi ngelukisku yang biasa aku pakai?,positive,neutral,Eps3/167.mp4
168_eps3,Rusak.,positive,sadness,Eps3/168.mp4
169_eps3,Pelit ya.,positive,anger,Eps3/169.mp4
170_eps3,"Mas Adi tinggal rayu aja Mbak Angel, sampe Mas Adi dibeliin kursi baru.",positive,neutral,Eps3/170.mp4
171_eps3,Jadi urat rayuannya Angel udah putus dan dia gak mungkin mempan dirayu.,negative,neutral,Eps3/171.mp4
172_eps3,Okey,positive,neutral,Eps3/172.mp4
173_eps3,Saya keluarin deh tuh Rayuan Pulau Kelapa,positive,neutral,Eps3/173.mp4
174_eps3,"Pasti, oke-oke aja si Bintang",positive,joy,Eps3/174.mp4
175_eps3,Caranya gimana?,positive,neutral,Eps3/175.mp4
176_eps3,Te tod,negative,anger,Eps3/176.mp4
177_eps3,"Kebetulan, nanti malam kan si Bintang mau pergi sama mamanya.",positive,neutral,Eps3/177.mp4
178_eps3,"Nah, kalau Mas Adi mau belajar rayuan Pulau Kelapa, Mas Adi ke rumah aja nanti malam.",positive,neutral,Eps3/178.mp4
179_eps3,"Ya gak mungkin lah saya belajar sama kamu, Bastian.",positive,anger,Eps3/179.mp4
180_eps3,"Mas Adi berlutut, pegang tangan Mbak Angel, terus tatap matanya dalam-dalam.",positive,neutral,Eps3/180.mp4
181_eps3,Jangan lupa nyanyiin lagu yang ada namanya dia.,positive,neutral,Eps3/181.mp4
182_eps3,Maksudnya?,positive,neutral,Eps3/182.mp4
183_eps3,"Kalau kita menyanyikan sebuah lagu yang ada namanya Angel, berarti dia akan memberikan apa yang saya minta gitu maksudnya.",positive,neutral,Eps3/183.mp4
184_eps3,Tapi intinya,positive,neutral,Eps3/184.mp4
185_eps3,Karena itu kuncinya mas,positive,neutral,Eps3/185.mp4
186_eps3,Terkosera bias gimana?,positive,neutral,Eps3/186.mp4
187_eps3,Namanya juga latihan.,positive,neutral,Eps3/187.mp4
188_eps3,Ayo lagu yang romantis dong.,positive,neutral,Eps3/188.mp4
189_eps3,Tapi tadi tuh Mas Adi megang tangan saya kurang mesra.,positive,neutral,Eps3/189.mp4
190_eps3,Coba sekarang ya.,positive,neutral,Eps3/190.mp4
191_eps3,Dari awal,positive,neutral,Eps3/191.mp4
192_eps3,Saya tunggu di luar.,positive,anger,Eps3/192.mp4
193_eps3,Soal kursi lukisku yang kita bahas kemarin itu loh.,positive,sadness,Eps3/193.mp4
194_eps3,Kalau mau kursi baru ya beli sendiri.,positive,anger,Eps3/194.mp4
195_eps3,Never.,positive,anger,Eps3/195.mp4
196_eps3,"Iya deh aku tahu kamu lawyer, penghasilannya lebih gede daripada aku, yang aku cuma guru SMA.",negative,anger,Eps3/196.mp4
197_eps3,Tapi kan kita suami istri.,positive,sadness,Eps3/197.mp4
198_eps3,"Kalau sistemnya gitu, habis dong duit aku lama-lama.",negative,anger,Eps3/198.mp4
199_eps3,Kamu kan kerjaannya beli barang-barang nggak jelas.,negative,anger,Eps3/199.mp4
200_eps3,Itu kan kursi lukis Angel. ,negative,anger,Eps3/200.mp4
201_eps3,"Tanpa ito, ako zero!",negative,sadness,Eps3/201.mp4
202_eps3,"Pakai aja salah satunya, kenapa?",negative,anger,Eps3/202.mp4
203_eps3,Oke mulai sekarang aku gak mau ngomong lagi sama kamu Mulut aku aku kunci Dan kuncinya aku buang,negative,anger,Eps3/203.mp4
204_eps3,"Silahkan, saya juga lagi malas ngomong.",negative,anger,Eps3/204.mp4
205_eps3,Ngerayu gimana?,positive,neutral,Eps3/205.mp4
206_eps3,"Aku tau, pasti dia berlutut, terus pegang tangan Mba Angel, terus nyanyi deh.",positive,neutral,Eps3/206.mp4
207_eps3,Iya gak.,positive,neutral,Eps3/207.mp4
208_eps3,"Pertama dia ngelutut dulu, terus abis itu dia pegang tangan aku terus dia nyanyi deh.",positive,joy,Eps3/208.mp4
209_eps3,"Beda, tapi kalau Bastian biasanya nyanyi lagunya Titi DJ yang judulnya Bintang-Bintang.",positive,joy,Eps3/209.mp4
210_eps3,Mas Adi juga ngerayu Mbak Angel kayak gitu.,positive,neutral,Eps3/210.mp4
211_eps3,"Kan ada nama saya, jadi ya gitu lah pas.",positive,joy,Eps3/211.mp4
212_eps3,Dan gak sesuai keinginan Bastian aja.,positive,neutral,Eps3/212.mp4
213_eps3,"Pilihan berdua, keputusan berdua.",positive,joy,Eps3/213.mp4
214_eps3,Kamu tuh udah terhipnotis sama suami kamu.,negative,anger,Eps3/214.mp4
215_eps3,Supaya kamu iya-iya aja sama permintaannya dia.,negative,anger,Eps3/215.mp4
216_eps3,Nggak mungkin lah. Ada-ada aja Mbak Angel.,positive,sadness,Eps3/216.mp4
217_eps3,kamar kita fine-fine aja.,positive,joy,Eps3/217.mp4
218_eps3,Hebat.,positive,joy,Eps3/218.mp4
219_eps3,Sehingga aku ngijinin kamu untuk beli semua barang-barang yang aku sama sekali gak suka.,negative,anger,Eps3/219.mp4
220_eps3,Perasaan semua barang-barang yang aku beli kamu juga suka kan?,positive,neutral,Eps3/220.mp4
221_eps3,"Ya bukan selera kamu, tapi bi. Bi.",positive,joy,Eps3/221.mp4
222_eps3,Bi.,positive,sadness,Eps3/222.mp4
223_eps3,"Kayaknya semua barang yang kamu beli tuh gak ada yang cocok sama aku, Bas.",negative,anger,Eps3/223.mp4
224_eps3,Kalau cuma buat kamu aja ya lah.,negative,anger,Eps3/224.mp4
225_eps3,Itu sih namanya egois.,negative,anger,Eps3/225.mp4
226_eps3,Karena aku pikir dengan kebodohan itu Kamu mau ngabulin permintaan aku sekali ini aja,positive,sadness,Eps3/226.mp4
227_eps3,Sekali ini aja.,negative,anger,Eps3/227.mp4
228_eps3,Ya emang gitu kenyataannya?,positive,anger,Eps3/228.mp4
229_eps3,"Kamu gak pernah pakai, taruh di gudang aja?",negative,anger,Eps3/229.mp4
230_eps3,Itu kan yang dipake sama kenarok buat bunuh tunggu lama tuh,positive,anger,Eps3/230.mp4
231_eps3,"Wah, pantes harganya 15 juta.",negative,anger,Eps3/231.mp4
232_eps3,"Yang barang-barang gak penting itu, itu karena aku menuhin permintaan kamu.",negative,anger,Eps3/232.mp4
233_eps3,Kalau gitu kamu nggak usah beliin kursi buat aku.,positive,neutral,Eps3/233.mp4
234_eps3,Kamu kan ada keris tuh di lemari.,positive,joy,Eps3/234.mp4
235_eps3,Udah jual itu aja kan cukup.,positive,joy,Eps3/235.mp4
236_eps3,Nggak mungkin itu langka.,positive,anger,Eps3/236.mp4
237_eps3,Itu lebih langka daripada badak bercula satu dan itu cuma satu di dunia.,negative,anger,Eps3/237.mp4
238_eps3,Cuma apa yang punya.,positive,anger,Eps3/238.mp4
239_eps3,Ini kok ada disini?,negative,anger,Eps3/239.mp4
240_eps3,Ya aku bawa aja,positive,anger,Eps3/240.mp4
