video_id,transcript,label,emotion,path
35_eps7,mahasiswa teknik biologi,positive,neutral,Eps7/35.mp4
36_eps7,manusia tidak berguna.,negative,anger,Eps7/36.mp4
37_eps7,Angel.,positive,neutral,Eps7/37.mp4
38_eps7,"Kamu mau tau, kenapa aku gak mau olahraga?",positive,neutral,Eps7/38.mp4
39_eps7,Mau tau aja apa mau tau banget?,positive,joy,Eps7/39.mp4
40_eps7,I did.,positive,anger,Eps7/40.mp4
41_eps7,"Oke, aku jelasin sama kamu ya.",positive,neutral,Eps7/41.mp4
42_eps7,Aku males olahraga karena Jakarta itu sudah penuh dengan polusi.,positive,anger,Eps7/42.mp4
43_eps7,Alah alasan.,negative,anger,Eps7/43.mp4
44_eps7,udaranya sudah tercemar,positive,anger,Eps7/44.mp4
45_eps7,Kok alasan?,positive,anger,Eps7/45.mp4
46_eps7,"Kalau misalnya kita jogging bukan di Jakarta tapi di Puncak,",positive,neutral,Eps7/46.mp4
47_eps7,Oke tentu,positive,neutral,Eps7/47.mp4
48_eps7,Yaudah besok kita ke puncak ya.,positive,neutral,Eps7/48.mp4
49_eps7,Uh oh.,positive,neutral,Eps7/49.mp4
50_eps7,Belum selesai juga nonton little mermaidnya?,positive,neutral,Eps7/50.mp4
51_eps7,"Oh, enggak, enggak. Siapa yang nonton?",positive,joy,Eps7/51.mp4
52_eps7,"Kamu bener juga ya, dari tadi tuh hujannya gak berhenti-berhenti.",positive,joy,Eps7/52.mp4
53_eps7,"Itu kalau ketemu tanjakan, gak berasa, tetep ringan.",positive,joy,Eps7/53.mp4
54_eps7,"Keren banget, Bas.",positive,joy,Eps7/54.mp4
55_eps7,"Tapi sayang ah, kalau dipakai di Tanjakan Jakarta.",positive,neutral,Eps7/55.mp4
56_eps7,Kita harus tes di Bukit.,positive,joy,Eps7/56.mp4
57_eps7,"Ah, besok kita goes sekalian camping aja gimana?",positive,joy,Eps7/57.mp4
58_eps7,"mau goes sekalian camping di mana, Bas?",positive,neutral,Eps7/58.mp4
59_eps7,Musim hujan gini.,positive,neutral,Eps7/59.mp4
60_eps7,Ke puncak?,positive,neutral,Eps7/60.mp4
61_eps7,Aku beli tenda dom sekalian yang gede biar kita tidurnya enak. Asik.,positive,joy,Eps7/61.mp4
62_eps7,Tapi kamu yang pasang tendanya kan?,positive,neutral,Eps7/62.mp4
63_eps7,Mati deh.,negative,sadness,Eps7/63.mp4
64_eps7,Belum,positive,sadness,Eps7/64.mp4
65_eps7,Emang kamu serius besok mau ke puncak?,positive,sadness,Eps7/65.mp4
66_eps7,Sejak kapan aku nggak serius?,positive,neutral,Eps7/66.mp4
67_eps7,Kan biar kamu sehat.,positive,neutral,Eps7/67.mp4
68_eps7,Emang berapa sekarang harga hotel?,positive,neutral,Eps7/68.mp4
69_eps7,"Hotel di puncak yang paling murah nih sekarang, Kopek.",positive,joy,Eps7/69.mp4
70_eps7,Kopek itu berapa?,positive,neutral,Eps7/70.mp4
71_eps7,500 ribu angel,positive,neutral,Eps7/71.mp4
72_eps7,Hah.,positive,neutral,Eps7/72.mp4
73_eps7,Masa gak ada 50 ribu?,positive,neutral,Eps7/73.mp4
74_eps7,"Ada sih, tapi dulu zaman kus plus.",positive,joy,Eps7/74.mp4
75_eps7,Berarti gak jadi ke puncak dong besok,positive,joy,Eps7/75.mp4
76_eps7,Ini pada mau kemana?,positive,joy,Eps7/76.mp4
77_eps7,Waduh gawat,negative,anger,Eps7/77.mp4
78_eps7,Tau tuh dia jadi semangat banget pengen ke puncak.,positive,sadness,Eps7/78.mp4
79_eps7,Padahal saya sih sebenarnya udah gak mau.,positive,sadness,Eps7/79.mp4
80_eps7,Soalnya ujung-ujungnya pasti saya yang disuruh pasang tenda.,positive,sadness,Eps7/80.mp4
81_eps7,Diajakin ke puncak kebetulan banget.,positive,joy,Eps7/81.mp4
82_eps7,Perlu bayar bensin gak?,positive,joy,Eps7/82.mp4
83_eps7,"Jadi, hitung-hitung paling pengeluaran kita 50.000.",positive,joy,Eps7/83.mp4
84_eps7,Bisa jogging dong.,positive,joy,Eps7/84.mp4
85_eps7,Kayaknya aku gak enak badan deh,negative,sadness,Eps7/85.mp4
86_eps7,Iya.,positive,sadness,Eps7/86.mp4
87_eps7,Gara-gara bintang kali mas?,negative,anger,Eps7/87.mp4
88_eps7,gara-gara kamu,negative,anger,Eps7/88.mp4
89_eps7,"Kalau kamu gak nikah sama Bintang, Bintang gak akan pindah sini jadi tetangga saya.",negative,anger,Eps7/89.mp4
90_eps7,Betul juga ya.,positive,joy,Eps7/90.mp4
91_eps7,Terpaksa saya harus jogging deh.,negative,anger,Eps7/91.mp4
92_eps7,Saya itu paling sebel banget jogging Bas Bener,negative,anger,Eps7/92.mp4
93_eps7,"Saya juga mas, saya paling gak bisa pasang tenda, dari kecil gak bisa.",negative,anger,Eps7/93.mp4
94_eps7,Kamu gak bisa pasang tenda.,negative,anger,Eps7/94.mp4
95_eps7,"Hmm, dasar cowok abal-abal kamu.",negative,anger,Eps7/95.mp4
96_eps7,Enggak.,negative,anger,Eps7/96.mp4
97_eps7,"Ya tapi kan ada manual booknya, tinggal dilihat.",positive,anger,Eps7/97.mp4
98_eps7,Kalau punya otak.,negative,anger,Eps7/98.mp4
99_eps7,Punya otak gak?,negative,anger,Eps7/99.mp4
100_eps7,Punya.,positive,joy,Eps7/100.mp4
101_eps7,ya percuma kalau gak pernah dipakai,negative,anger,Eps7/101.mp4
102_eps7,Betul juga ya.,positive,joy,Eps7/102.mp4
103_eps7,Tenang mas. Ada saya.,positive,neutral,Eps7/103.mp4
104_eps7,Nih tenanya udah beli,positive,joy,Eps7/104.mp4
105_eps7,Bisa masangnya.,positive,neutral,Eps7/105.mp4
106_eps7,"Bisa lah, aku kan pecinta alam.",positive,neutral,Eps7/106.mp4
107_eps7,Dua jam lagi kita berangkat.,positive,neutral,Eps7/107.mp4
108_eps7,hari ini ke PIM,positive,neutral,Eps7/108.mp4
109_eps7,"Oh iya, aku lupa.",positive,neutral,Eps7/109.mp4
110_eps7,Pameran Tupperware-nya itu hari ini ya?,positive,neutral,Eps7/110.mp4
111_eps7,Hee hee!,positive,joy,Eps7/111.mp4
112_eps7,"Ya situ asik, udah bisa masang tenda ya saya.",positive,anger,Eps7/112.mp4
113_eps7,"Loh, emang olahraganya harus jogging ya?",positive,neutral,Eps7/113.mp4
114_eps7,"Ya nggak harus sih, kata Angel, yang penting olahraga.",positive,neutral,Eps7/114.mp4
115_eps7,Hati-hati.,positive,joy,Eps7/115.mp4
116_eps7,Reuni anak hukum?,positive,neutral,Eps7/116.mp4
117_eps7,Itu emang hari ini?,positive,neutral,Eps7/117.mp4
118_eps7,Gabisa.,positive,neutral,Eps7/118.mp4
119_eps7,"Iya, udah janji mau pergi ke puncak sama Adi.",positive,neutral,Eps7/119.mp4
120_eps7,Hah? Si Kodir mau datang?,positive,neutral,Eps7/120.mp4
121_eps7,Aku kan memang perlu ketemu dia tuh.,positive,neutral,Eps7/121.mp4
122_eps7,"Nah, nggak apa-apa laki-laki biasa.",positive,joy,Eps7/122.mp4
123_eps7,Beda banget sama sepeda ontel saya.,positive,joy,Eps7/123.mp4
124_eps7,"Oh, pantesan.",positive,neutral,Eps7/124.mp4
125_eps7,Jadi pengen coba ditanjalkan deh.,positive,joy,Eps7/125.mp4
126_eps7,Kamu yakin mau ke puncak?,positive,neutral,Eps7/126.mp4
127_eps7,Aku sekarang malah udah gak sabar banget nih.,positive,joy,Eps7/127.mp4
128_eps7,Ya nggak males dong kalo olahraganya pake ini.,positive,neutral,Eps7/128.mp4
129_eps7,"Kalau aku, ada cara reuni kampus.",positive,neutral,Eps7/129.mp4
130_eps7,Ada pameran Tupperware di PIM.,positive,neutral,Eps7/130.mp4
131_eps7,Makanya gimana ya mbak?,positive,neutral,Eps7/131.mp4
132_eps7,Mana Mas Adi sama Bastian semangat banget lagi?,positive,neutral,Eps7/132.mp4
133_eps7,Kan gak mungkin aku tiba-tiba cancel ke puncak.,positive,neutral,Eps7/133.mp4
134_eps7,Itu dia gimana ya mba ya?,positive,neutral,Eps7/134.mp4
135_eps7,Udah kita buang aja deh pura-pura sakit.,positive,neutral,Eps7/135.mp4
136_eps7,"Ah, nggak, aku nggak akan bohong.",positive,neutral,Eps7/136.mp4
137_eps7,Waktu itu kamu kurang bohong apa pura-pura gak tau kalo Bastien gak bisa main pingpong?,positive,neutral,Eps7/137.mp4
138_eps7,Oh iya? Gimana gimana?,positive,neutral,Eps7/138.mp4
139_eps7,Barangnya lucu-lucu banget.,positive,neutral,Eps7/139.mp4
140_eps7,Yaudah deh. I'm in.,positive,neutral,Eps7/140.mp4
141_eps7,Kamu kenapa?,positive,neutral,Eps7/141.mp4
142_eps7,Kok bisa mendadak?,positive,neutral,Eps7/142.mp4
143_eps7,"Angkat tasnya dulu, berat-berat.",positive,neutral,Eps7/143.mp4
144_eps7,Kaki aku keseleo mas.,positive,sadness,Eps7/144.mp4
145_eps7,"dibilangin bandel dari tadi, itu kan berat.",negative,anger,Eps7/145.mp4
146_eps7,Sakit.,positive,sadness,Eps7/146.mp4
147_eps7,"Maaf ya, Bas. Tapi kayaknya aku nggak bisa ke puncak, deh.",positive,sadness,Eps7/147.mp4
148_eps7,"Iya, Bas. Ini si Angel, migren yang mendadak.",positive,neutral,Eps7/148.mp4
149_eps7,Si bintang kesel lewak kakinya kok bisa barengan ya?,positive,neutral,Eps7/149.mp4
150_eps7,Ya mau gimana lagi?,positive,neutral,Eps7/150.mp4
151_eps7,"Ya udah, berarti gak jadi kepuncak nih kita nih.",positive,neutral,Eps7/151.mp4
152_eps7,Heah.,negative,neutral,Eps7/152.mp4
153_eps7,Tapi kamu tenang aja.,positive,joy,Eps7/153.mp4
154_eps7,Tenang kenapa.,positive,neutral,Eps7/154.mp4
155_eps7,Kamu kan tau aku jago pijet.,positive,joy,Eps7/155.mp4
156_eps7,"Gak usah, gak usah, gak usah. Ini akan sembuh sendiri.",positive,neutral,Eps7/156.mp4
157_eps7,"Sayang ini gak boleh didiamin, nanti bengkak loh!",negative,anger,Eps7/157.mp4
158_eps7,"Gak usah, Bas. Gak usah. Aku cuma perlu istirahat.",positive,neutral,Eps7/158.mp4
159_eps7,"Yaudah, kayaknya kamu gak usah aku ambilin minum dulu ya.",positive,neutral,Eps7/159.mp4
160_eps7,"Bos, kakiku kan udah enakan, ya kan? Biarin aku tidur, ya?",negative,sadness,Eps7/160.mp4
161_eps7,"Boleh boleh, kunci aja pintunya, nanti aku dibawa kalau kamu butuh aku ya",positive,neutral,Eps7/161.mp4
162_eps7,AHHHHH!!!!,negative,anger,Eps7/162.mp4
163_eps7,Gagal ke puncak deh kita,positive,sadness,Eps7/163.mp4
164_eps7,Istri kamu gimana?,positive,sadness,Eps7/164.mp4
165_eps7,"Udah mendingan kok mas, tadi juga udah saya pijet.",positive,sadness,Eps7/165.mp4
166_eps7,"Ya, sekarang lagi berbaring gak berdaya di sofa.",positive,sadness,Eps7/166.mp4
167_eps7,Kesian banget dia.,positive,sadness,Eps7/167.mp4
168_eps7,Gagal deh semua.,positive,sadness,Eps7/168.mp4
169_eps7,"Haa, saya ada ide mas",positive,joy,Eps7/169.mp4
170_eps7,Gimana kalau kita goes sekarang aja?,positive,joy,Eps7/170.mp4
171_eps7,Keliling komplek kan lumayan tuh.,positive,joy,Eps7/171.mp4
172_eps7,"Kadang-kadang pemikiran kamu oke juga, Bas.",positive,joy,Eps7/172.mp4
173_eps7,Helmnya aku mau yang itu.,positive,joy,Eps7/173.mp4
174_eps7,Let's goes!,positive,joy,Eps7/174.mp4
175_eps7,Bagus.,positive,anger,Eps7/175.mp4
176_eps7,Jadi ternyata migren-migrenan.,negative,anger,Eps7/176.mp4
177_eps7,kan cuma cari angin,positive,neutral,Eps7/177.mp4
178_eps7,Mau cari agen kemana?,negative,anger,Eps7/178.mp4
179_eps7,Manjat jendela,positive,sadness,Eps7/179.mp4
180_eps7,"Oh, jadi kamu cuma pura-pura keseleo?",negative,anger,Eps7/180.mp4
181_eps7,"Enggak, enggak, enggak. Ini beneran keseleo.",positive,neutral,Eps7/181.mp4
182_eps7,Tapi setelah kamu pijet.,negative,anger,Eps7/182.mp4
183_eps7,Sebelumnya enggak,negative,anger,Eps7/183.mp4
184_eps7,Ayo kita selesaikan dirumah masing masing aja yok.,positive,neutral,Eps7/184.mp4
185_eps7,Oh enggak enggak enggak. Gak usah.,negative,anger,Eps7/185.mp4
186_eps7,Kita selesain sekarang disini.,positive,anger,Eps7/186.mp4
187_eps7,Kamu bohongin aku Angel,negative,anger,Eps7/187.mp4
188_eps7,Aku kecewa sama kamu.,negative,anger,Eps7/188.mp4
189_eps7,Kamu bilang katanya kalau aku gak olahraga cepet mati lah.,negative,anger,Eps7/189.mp4
190_eps7,"Iya tau, cuman ini semuanya mendadak banget",positive,neutral,Eps7/190.mp4
191_eps7,"Aku tuh perlu banget ketemu dia buat kerjaan, Di.",positive,neutral,Eps7/191.mp4
192_eps7,Ada pameran Tupperware.,positive,sadness,Eps7/192.mp4
193_eps7,"I'm sorry, Bas. I'm so sorry.",positive,sadness,Eps7/193.mp4
194_eps7,"Kita kan juga cuma manusia biasa, bisa salah juga.",positive,neutral,Eps7/194.mp4
195_eps7,Daripada suami terus yang salah.,positive,anger,Eps7/195.mp4
196_eps7,Saya ada ide.,positive,neutral,Eps7/196.mp4
197_eps7,"Tapi weekend ini udah terlanjur hancur, tau gak?",negative,anger,Eps7/197.mp4
198_eps7,Aku salah nih,positive,neutral,Eps7/198.mp4
199_eps7,Jadi pameran tak berwarah lebih penting dari liburan sama aku gitu?,negative,anger,Eps7/199.mp4
200_eps7,Ako tau sekarang.,positive,sadness,Eps7/200.mp4
201_eps7,Ternyata pekerjaan lebih penting daripada kesehatan aku ya.,negative,sadness,Eps7/201.mp4
